"ano";"tipo";"razon_social";"nombre_establecimiento";"rubro_retc";"region";"comuna";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"establecimiento_destinatario";"comuna_destinatario"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,37;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,24;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,62;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,13;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,52;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,2;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,14;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,36;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,48;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,46;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,16;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";19,44;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,95;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,81;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";8,83;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,43;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";12,843;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";13,34;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,281;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,752;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,742;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,024;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,208;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,213;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,962;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,126;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,797;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,04;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,12;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
