"tratamiento";"total";"pct_acum"
"Co-procesamiento";1801893,53469;72,1906227184757
"Incineración sin recuperación de energía";3142,70618;0,125908613238037
"Incineración con recuperación de energía";683842,487;27,3972984682329
"Co-incineración";7142,87;0,286170200053374
